,id,income
0,50001,26068.18
1,50002,21988.05
2,50003,33763.883
3,50004,22214.576
4,50005,34022.633
5,50006,33833.555
6,50007,21229.014
7,50008,47720.258
8,50009,26779.707
9,50010,41743.883
10,50011,20209.123
11,50012,24080.223
12,50013,55817.5
13,50014,39699.035
14,50015,65934.97
15,50016,26571.777
16,50017,32791.418
17,50018,38769.047
18,50019,25866.76
19,50020,35663.13
20,50021,18194.018
21,50022,40798.387
22,50023,29753.553
23,50024,30047.68
24,50025,22044.773
25,50026,104376.15
26,50027,32355.281
27,50028,25610.342
28,50029,26438.312
29,50030,24049.857
30,50031,20681.896
31,50032,52989.18
32,50033,24997.912
33,50034,18943.166
34,50035,40482.855
35,50036,29053.63
36,50037,38428.13
37,50038,22879.838
38,50039,28910.236
39,50040,26315.746
40,50041,38226.996
41,50042,26313.934
42,50043,20149.018
43,50044,28496.502
44,50045,32490.879
45,50046,28153.959
46,50047,42363.62
47,50048,26101.908
48,50049,26382.566
49,50050,30354.434
50,50051,31495.605
51,50052,48863.207
52,50053,42536.08
53,50054,39892.39
54,50055,52286.574
55,50056,34898.37
56,50057,29612.38
57,50058,20221.56
58,50059,19289.06
59,50060,44060.832
60,50061,45001.1
61,50062,49802.188
62,50063,27870.113
63,50064,24994.324
64,50065,37275.793
65,50066,28394.986
66,50067,75798.8
67,50068,26821.459
68,50069,23131.633
69,50070,27204.03
70,50071,31937.076
71,50072,22283.4
72,50073,25839.484
73,50074,35347.273
74,50075,31550.494
75,50076,28200.32
76,50077,51633.066
77,50078,43750.984
78,50079,36702.742
79,50080,69022.58
80,50081,29287.818
81,50082,24175.2
82,50083,32623.21
83,50084,26382.566
84,50085,28767.053
85,50086,45674.984
86,50087,19065.02
87,50088,41010.69
88,50089,100072.51
89,50090,18151.887
90,50091,21480.168
91,50092,22826.996
92,50093,28969.176
93,50094,28807.965
94,50095,36171.95
95,50096,29641.236
96,50097,22941.0
97,50098,26065.055
98,50099,16730.084
99,50100,30362.217
100,50101,25394.219
101,50102,48615.004
102,50103,24229.172
103,50104,24547.262
104,50105,33178.234
105,50106,34339.625
106,50107,29461.496
107,50108,50913.3
108,50109,54914.477
109,50110,30218.566
110,50111,47470.918
111,50112,23003.89
112,50113,43534.547
113,50114,29085.55
114,50115,56565.81
115,50116,78869.484
116,50117,24652.766
117,50118,21659.37
118,50119,31061.688
119,50120,34536.8
120,50121,28200.625
121,50122,44270.14
122,50123,70645.89
123,50124,22600.754
124,50125,65277.258
125,50126,39128.168
126,50127,20093.26
127,50128,20374.336
128,50129,35503.14
129,50130,28847.818
130,50131,19213.13
131,50132,24997.912
132,50133,49448.0
133,50134,24342.025
134,50135,25928.781
135,50136,30374.62
136,50137,12858.556
137,50138,28290.982
138,50139,36889.883
139,50140,56910.79
140,50141,24722.58
141,50142,56533.625
142,50143,38570.043
143,50144,28656.76
144,50145,25424.27
145,50146,22357.324
146,50147,59433.945
147,50148,24540.496
148,50149,18232.566
149,50150,44243.336
150,50151,16565.479
151,50152,32530.393
152,50153,38678.867
153,50154,96141.47
154,50155,21780.053
155,50156,41975.5
156,50157,41145.72
157,50158,84953.53
158,50159,33261.57
159,50160,22921.516
160,50161,33358.633
161,50162,42555.387
162,50163,17057.342
163,50164,24376.09
164,50165,90261.164
165,50166,17373.082
166,50167,17426.828
167,50168,22132.79
168,50169,38511.41
169,50170,18179.787
170,50171,42137.95
171,50172,14324.63
172,50173,32594.576
173,50174,26821.459
174,50175,26998.633
175,50176,26504.197
176,50177,28670.803
177,50178,23679.53
178,50179,35086.69
179,50180,100627.55
180,50181,29797.434
181,50182,36814.15
182,50183,36502.66
183,50184,26835.11
184,50185,32441.725
185,50186,33876.676
186,50187,42885.992
187,50188,54670.78
188,50189,24547.262
189,50190,28384.207
190,50191,39025.652
191,50192,60017.973
192,50193,28993.055
193,50194,15910.366
194,50195,38042.855
195,50196,23148.902
196,50197,24097.125
197,50198,27738.273
198,50199,27046.592
199,50200,26382.566
200,50201,81805.75
201,50202,41103.19
202,50203,35310.504
203,50204,35874.523
204,50205,24547.262
205,50206,21692.771
206,50207,36840.46
207,50208,73364.83
208,50209,26821.459
209,50210,23162.61
210,50211,32445.977
211,50212,21586.795
212,50213,24997.912
213,50214,24390.156
214,50215,70382.484
215,50216,33064.926
216,50217,47476.504
217,50218,26467.834
218,50219,37375.23
219,50220,43847.87
220,50221,25369.709
221,50222,39241.477
222,50223,71958.59
223,50224,26382.566
224,50225,30211.818
225,50226,24832.201
226,50227,92037.32
227,50228,20795.982
228,50229,33774.26
229,50230,45106.746
230,50231,32192.246
231,50232,55020.086
232,50233,25151.914
233,50234,27291.104
234,50235,31121.566
235,50236,29994.498
236,50237,31956.912
237,50238,18386.062
238,50239,17570.723
239,50240,23015.383
240,50241,36843.35
241,50242,28206.11
242,50243,23971.932
243,50244,19206.639
244,50245,32890.05
245,50246,33151.293
246,50247,33333.117
247,50248,29262.592
248,50249,37000.98
249,50250,14972.997
250,50251,46189.055
251,50252,22357.658
252,50253,28699.508
253,50254,26055.834
254,50255,39508.06
255,50256,24454.83
256,50257,80104.79
257,50258,32144.742
258,50259,28742.236
259,50260,23437.662
260,50261,8903.614
261,50262,45084.6
262,50263,25040.488
263,50264,26032.996
264,50265,25883.588
265,50266,22797.46
266,50267,47774.004
267,50268,46900.25
268,50269,33698.16
269,50270,23395.904
270,50271,42688.74
271,50272,41572.094
272,50273,20405.357
273,50274,25663.666
274,50275,22414.305
275,50276,66011.62
276,50277,24599.41
277,50278,20412.566
278,50279,32719.91
279,50280,22174.871
280,50281,28871.877
281,50282,35332.4
282,50283,19313.457
283,50284,16305.72
284,50285,51152.63
285,50286,63133.535
286,50287,22180.637
287,50288,21485.352
288,50289,26512.951
289,50290,34012.676
290,50291,54593.426
291,50292,22535.828
292,50293,80829.72
293,50294,30353.828
294,50295,34588.367
295,50296,20478.836
296,50297,30808.82
297,50298,20778.938
298,50299,35204.742
299,50300,36545.438
300,50301,16647.656
301,50302,21297.666
302,50303,35350.113
303,50304,22477.273
304,50305,30284.652
305,50306,32541.723
306,50307,33926.16
307,50308,23155.63
308,50309,63803.95
309,50310,26387.287
310,50311,28450.139
311,50312,26821.459
312,50313,33108.527
313,50314,31758.232
314,50315,30972.693
315,50316,50402.11
316,50317,28320.861
317,50318,21617.598
318,50319,27444.303
319,50320,25730.768
320,50321,69112.695
321,50322,25057.752
322,50323,22774.365
323,50324,46859.84
324,50325,17151.871
325,50326,15269.173
326,50327,26824.559
327,50328,26874.098
328,50329,42253.49
329,50330,24157.566
330,50331,39699.176
331,50332,40323.53
332,50333,44338.33
333,50334,20795.982
334,50335,79632.49
335,50336,26851.08
336,50337,31960.51
337,50338,37525.31
338,50339,22180.637
339,50340,37001.055
340,50341,23652.678
341,50342,20617.639
342,50343,16394.361
343,50344,24863.486
344,50345,20409.66
345,50346,48384.684
346,50347,31524.143
347,50348,41262.22
348,50349,20795.982
349,50350,41929.3
350,50351,20459.096
351,50352,51017.69
352,50353,35924.3
353,50354,27771.02
354,50355,43257.35
355,50356,58244.81
356,50357,28590.473
357,50358,39399.81
358,50359,105607.26
359,50360,54814.633
360,50361,37566.797
361,50362,23172.45
362,50363,27162.26
363,50364,22460.096
364,50365,28966.855
365,50366,93324.695
366,50367,44469.75
367,50368,30438.389
368,50369,33850.84
369,50370,55089.973
370,50371,18395.463
371,50372,39138.387
372,50373,25740.1
373,50374,34826.863
374,50375,37529.445
375,50376,21340.178
376,50377,95024.04
377,50378,49477.176
378,50379,27496.855
379,50380,53230.492
380,50381,49724.848
381,50382,27854.773
382,50383,30441.346
383,50384,27181.188
384,50385,16691.484
385,50386,36469.92
386,50387,37434.258
387,50388,23162.61
388,50389,32909.074
389,50390,27416.092
390,50391,41773.836
391,50392,24430.072
392,50393,37520.44
393,50394,19432.209
394,50395,17856.703
395,50396,31909.19
396,50397,15658.845
397,50398,26276.842
398,50399,18789.754
399,50400,23613.535
400,50401,28990.09
401,50402,32663.162
402,50403,34025.824
403,50404,21676.943
404,50405,23130.928
405,50406,16550.756
406,50407,23824.084
407,50408,65535.406
408,50409,39940.805
409,50410,91873.766
410,50411,37597.21
411,50412,23640.68
412,50413,36311.09
413,50414,17469.379
414,50415,32075.787
415,50416,27420.898
416,50417,23803.229
417,50418,24915.307
418,50419,40207.32
419,50420,32628.023
420,50421,26093.846
421,50422,26552.863
422,50423,22328.51
423,50424,62735.875
424,50425,24986.098
425,50426,29193.166
426,50427,28603.78
427,50428,21484.809
428,50429,28001.088
429,50430,30168.113
430,50431,16354.327
431,50432,42149.707
432,50433,20093.336
433,50434,48379.867
434,50435,75295.984
435,50436,23894.55
436,50437,25401.225
437,50438,27098.387
438,50439,29384.281
439,50440,45963.547
440,50441,14754.36
441,50442,33949.477
442,50443,42813.895
443,50444,34334.77
444,50445,20685.184
445,50446,34250.395
446,50447,26554.537
447,50448,38423.34
448,50449,26870.072
449,50450,98107.1
450,50451,37340.117
451,50452,45056.832
452,50453,32616.303
453,50454,100872.28
454,50455,54792.66
455,50456,37829.56
456,50457,94646.516
457,50458,19585.701
458,50459,30988.154
459,50460,36732.277
460,50461,30296.97
461,50462,54513.21
462,50463,43257.66
463,50464,24975.588
464,50465,29089.35
465,50466,20784.318
466,50467,39997.477
467,50468,18806.361
468,50469,23060.156
469,50470,36029.04
470,50471,31940.607
471,50472,40171.69
472,50473,13482.028
473,50474,25538.229
474,50475,43581.504
475,50476,17248.912
476,50477,28212.2
477,50478,83260.92
478,50479,61458.33
479,50480,56048.176
480,50481,25509.973
481,50482,22049.271
482,50483,28704.68
483,50484,21371.281
484,50485,102816.79
485,50486,25976.648
486,50487,29641.305
487,50488,28612.137
488,50489,46148.44
489,50490,25257.713
490,50491,51733.14
491,50492,70282.69
492,50493,20972.107
493,50494,37891.37
494,50495,98252.266
495,50496,22942.916
496,50497,13832.927
497,50498,52213.72
498,50499,25493.438
499,50500,24878.064
500,50501,52556.125
501,50502,41851.4
502,50503,33559.43
503,50504,30670.262
504,50505,45329.203
505,50506,52047.3
506,50507,34250.566
507,50508,44584.76
508,50509,36744.83
509,50510,34451.02
510,50511,14392.853
511,50512,30361.656
512,50513,29261.072
513,50514,44117.85
514,50515,42833.426
515,50516,57794.758
516,50517,25513.445
517,50518,31894.336
518,50519,62318.285
519,50520,26719.816
520,50521,28206.11
521,50522,40922.156
522,50523,33607.27
523,50524,35692.82
524,50525,20002.434
525,50526,26821.459
526,50527,41424.984
527,50528,28688.627
528,50529,36545.496
529,50530,21447.94
530,50531,18167.592
531,50532,42255.547
532,50533,21184.068
533,50534,26382.566
534,50535,19862.959
535,50536,38633.418
536,50537,22180.637
537,50538,64677.137
538,50539,66733.91
539,50540,57976.4
540,50541,17057.113
541,50542,27525.193
542,50543,19161.281
543,50544,32530.15
544,50545,31222.465
545,50546,38887.254
546,50547,27647.24
547,50548,20273.06
548,50549,87531.22
549,50550,37148.426
550,50551,23382.477
551,50552,32618.781
552,50553,28944.273
553,50554,34390.65
554,50555,30041.414
555,50556,33122.977
556,50557,16928.518
557,50558,56960.53
558,50559,30345.668
559,50560,37245.0
560,50561,18999.156
561,50562,13911.872
562,50563,24547.262
