,id,income
0,50001,26585.693
1,50002,22443.96
2,50003,30176.672
3,50004,20803.629
4,50005,31535.123
5,50006,32428.27
6,50007,23555.205
7,50008,38666.273
8,50009,26553.87
9,50010,36471.527
10,50011,20581.0
11,50012,20731.121
12,50013,50586.363
13,50014,37118.062
14,50015,65350.297
15,50016,23218.574
16,50017,28795.121
17,50018,38086.51
18,50019,25308.062
19,50020,26770.121
20,50021,21112.104
21,50022,39827.156
22,50023,28366.5
23,50024,29474.492
24,50025,18105.66
25,50026,59659.137
26,50027,29819.416
27,50028,25251.412
28,50029,24617.352
29,50030,23904.977
30,50031,17273.34
31,50032,70612.96
32,50033,20545.752
33,50034,18919.812
34,50035,43680.13
35,50036,28717.453
36,50037,33097.812
37,50038,23167.947
38,50039,29250.717
39,50040,27225.764
40,50041,33905.66
41,50042,28359.479
42,50043,20198.82
43,50044,26905.277
44,50045,31435.771
45,50046,27174.36
46,50047,43952.73
47,50048,21491.496
48,50049,20542.453
49,50050,25422.361
50,50051,28243.918
51,50052,48855.65
52,50053,37954.758
53,50054,43130.61
54,50055,43536.566
55,50056,31548.75
56,50057,29440.451
57,50058,20050.691
58,50059,17089.06
59,50060,36141.48
60,50061,35657.6
61,50062,46606.984
62,50063,27028.977
63,50064,24402.775
64,50065,33828.11
65,50066,24962.84
66,50067,75891.164
67,50068,23224.58
68,50069,20995.375
69,50070,29506.295
70,50071,30989.97
71,50072,20531.342
72,50073,20792.883
73,50074,33003.676
74,50075,29340.271
75,50076,30468.2
76,50077,44639.5
77,50078,42638.71
78,50079,35054.254
79,50080,51475.25
80,50081,29518.111
81,50082,23499.748
82,50083,33172.848
83,50084,20542.453
84,50085,27089.928
85,50086,37183.914
86,50087,19402.14
87,50088,38239.945
88,50089,73531.35
89,50090,19038.492
90,50091,18839.79
91,50092,25181.637
92,50093,23623.076
93,50094,29690.18
94,50095,26244.762
95,50096,27858.627
96,50097,22699.438
97,50098,26960.232
98,50099,20047.156
99,50100,29944.36
100,50101,24699.898
101,50102,41055.234
102,50103,24371.93
103,50104,19955.893
104,50105,30883.86
105,50106,33726.17
106,50107,27939.84
107,50108,49186.1
108,50109,44706.773
109,50110,33120.797
110,50111,50331.523
111,50112,22978.697
112,50113,44447.215
113,50114,28265.562
114,50115,50942.004
115,50116,48022.44
116,50117,24560.281
117,50118,22839.797
118,50119,29407.715
119,50120,34683.195
120,50121,25502.883
121,50122,39762.785
122,50123,49516.234
123,50124,20928.775
124,50125,61075.855
125,50126,33185.633
126,50127,18631.242
127,50128,20312.06
128,50129,33863.79
129,50130,24844.062
130,50131,17953.465
131,50132,20545.752
132,50133,44059.53
133,50134,22385.623
134,50135,25113.873
135,50136,28966.254
136,50137,15573.124
137,50138,25776.457
138,50139,31595.484
139,50140,75629.945
140,50141,23119.717
141,50142,58858.38
142,50143,35158.07
143,50144,23811.145
144,50145,21744.352
145,50146,20247.518
146,50147,51799.9
147,50148,24051.303
148,50149,13818.915
149,50150,39127.03
150,50151,19122.697
151,50152,34798.918
152,50153,38741.36
153,50154,75451.89
154,50155,19617.102
155,50156,37440.04
156,50157,37934.895
157,50158,50009.383
158,50159,28041.883
159,50160,20486.498
160,50161,32459.262
161,50162,38104.77
162,50163,20005.572
163,50164,24506.477
164,50165,72725.164
165,50166,19224.59
166,50167,17475.156
167,50168,20908.91
168,50169,33056.31
169,50170,16291.208
170,50171,43978.18
171,50172,12366.489
172,50173,36024.043
173,50174,23224.58
174,50175,26665.674
175,50176,27071.092
176,50177,25825.406
177,50178,22442.107
178,50179,34267.727
179,50180,74197.234
180,50181,25667.854
181,50182,33816.38
182,50183,30000.865
183,50184,28040.342
184,50185,29799.445
185,50186,35106.918
186,50187,37886.227
187,50188,41887.043
188,50189,19955.893
189,50190,29013.145
190,50191,41875.645
191,50192,67663.83
192,50193,28050.104
193,50194,17762.174
194,50195,35656.613
195,50196,21574.834
196,50197,21818.213
197,50198,30317.24
198,50199,26807.62
199,50200,20542.453
200,50201,78833.336
201,50202,36373.836
202,50203,34909.965
203,50204,39036.67
204,50205,19955.893
205,50206,16132.333
206,50207,37806.19
207,50208,56697.656
208,50209,23224.58
209,50210,19959.186
210,50211,30028.715
211,50212,20955.465
212,50213,20545.752
213,50214,23169.518
214,50215,55410.72
215,50216,28559.094
216,50217,50444.43
217,50218,25362.242
218,50219,38459.055
219,50220,46940.668
220,50221,23759.102
221,50222,37033.363
222,50223,59483.383
223,50224,20542.453
224,50225,30675.734
225,50226,23183.781
226,50227,68387.836
227,50228,17530.791
228,50229,41860.12
229,50230,34324.7
230,50231,28294.996
231,50232,62626.81
232,50233,24679.53
233,50234,25357.648
234,50235,29761.176
235,50236,30799.713
236,50237,34204.797
237,50238,17170.188
238,50239,20213.152
239,50240,21969.129
240,50241,38711.81
241,50242,23221.283
242,50243,25525.488
243,50244,18419.56
244,50245,33065.965
245,50246,31404.734
246,50247,32462.01
247,50248,29547.678
248,50249,32070.566
249,50250,17262.182
250,50251,42865.99
251,50252,17712.945
252,50253,24308.12
253,50254,25174.438
254,50255,31952.15
255,50256,20796.182
256,50257,78441.05
257,50258,32386.104
258,50259,30292.34
259,50260,22754.771
260,50261,16407.107
261,50262,41271.766
262,50263,22583.273
263,50264,26468.852
264,50265,26005.787
265,50266,22338.463
266,50267,43834.81
267,50268,41632.82
268,50269,30317.396
269,50270,22479.518
270,50271,37646.918
271,50272,41864.168
272,50273,23182.363
273,50274,25494.195
274,50275,21987.629
275,50276,66056.91
276,50277,22633.172
277,50278,21974.28
278,50279,33172.19
279,50280,23654.014
280,50281,27545.117
281,50282,32403.627
282,50283,18827.092
283,50284,16656.73
284,50285,53831.33
285,50286,52186.12
286,50287,17527.494
287,50288,24712.662
288,50289,25204.928
289,50290,26885.174
290,50291,50257.56
291,50292,23160.605
292,50293,79463.42
293,50294,23619.78
294,50295,32109.82
295,50296,18751.979
296,50297,30174.967
297,50298,22603.14
298,50299,35686.676
299,50300,34465.918
300,50301,17677.756
301,50302,20284.268
302,50303,44152.83
303,50304,22148.764
304,50305,29835.057
305,50306,28880.688
306,50307,30773.354
307,50308,20343.43
308,50309,53941.188
309,50310,25191.898
310,50311,29012.732
311,50312,23224.58
312,50313,27921.43
313,50314,34987.293
314,50315,29571.318
315,50316,47401.047
316,50317,25074.477
317,50318,23786.588
318,50319,27049.285
319,50320,26983.197
320,50321,77616.695
321,50322,22415.146
322,50323,21591.955
323,50324,41026.445
324,50325,19724.842
325,50326,16972.197
326,50327,26374.43
327,50328,24891.543
328,50329,39233.926
329,50330,23528.41
330,50331,32962.15
331,50332,37604.21
332,50333,53236.15
333,50334,17530.791
334,50335,75740.55
335,50336,22033.807
336,50337,27474.807
337,50338,41851.156
338,50339,17527.494
339,50340,33566.445
340,50341,21139.057
341,50342,20332.043
342,50343,16618.275
343,50344,23371.234
344,50345,18441.568
345,50346,43702.96
346,50347,29560.996
347,50348,41187.414
348,50349,17530.791
349,50350,42426.38
350,50351,20947.104
351,50352,46917.08
352,50353,34942.25
353,50354,29771.287
354,50355,40067.008
355,50356,51420.258
356,50357,23908.469
357,50358,37280.36
358,50359,86064.08
359,50360,48683.176
360,50361,35728.434
361,50362,22894.918
362,50363,26499.607
363,50364,24849.562
364,50365,27333.428
365,50366,68102.41
366,50367,32241.434
367,50368,25391.914
368,50369,32568.896
369,50370,44243.277
370,50371,16807.105
371,50372,35028.703
372,50373,22339.844
373,50374,31516.219
374,50375,32711.936
375,50376,19273.191
376,50377,69150.766
377,50378,57294.047
378,50379,23742.379
379,50380,43154.48
380,50381,41238.17
381,50382,25407.693
382,50383,25588.492
383,50384,27298.68
384,50385,16908.275
385,50386,34580.46
386,50387,33437.574
387,50388,19959.186
388,50389,30758.512
389,50390,30769.275
390,50391,45236.035
391,50392,25975.645
392,50393,33882.484
393,50394,19939.49
394,50395,20728.828
395,50396,31064.416
396,50397,16838.346
397,50398,24273.748
398,50399,17303.098
399,50400,16345.618
400,50401,37990.117
401,50402,34343.44
402,50403,30492.834
403,50404,21168.312
404,50405,22556.344
405,50406,16583.623
406,50407,23273.61
407,50408,62370.234
408,50409,35375.59
409,50410,69392.57
410,50411,33738.09
411,50412,22338.775
412,50413,34957.86
413,50414,18870.771
414,50415,35609.914
415,50416,29680.686
416,50417,21829.496
417,50418,27185.375
418,50419,38743.633
419,50420,26888.47
420,50421,26272.014
421,50422,23180.555
422,50423,20992.064
423,50424,48391.984
424,50425,25756.182
425,50426,28113.793
426,50427,27792.057
427,50428,21785.812
428,50429,23171.348
429,50430,32748.484
430,50431,16568.363
431,50432,35983.484
432,50433,27098.865
433,50434,46462.3
434,50435,50956.758
435,50436,23429.902
436,50437,21431.404
437,50438,26135.732
438,50439,25314.51
439,50440,41610.977
440,50441,17372.436
441,50442,32108.28
442,50443,43621.797
443,50444,31631.68
444,50445,19325.412
445,50446,31629.973
446,50447,26387.06
447,50448,34998.184
448,50449,21743.367
449,50450,70026.97
450,50451,34905.7
451,50452,42789.785
452,50453,31173.72
453,50454,79255.68
454,50455,47889.305
455,50456,34549.36
456,50457,62743.258
457,50458,17352.008
458,50459,30338.307
459,50460,30706.506
460,50461,26523.217
461,50462,50422.336
462,50463,36878.918
463,50464,23552.316
464,50465,21724.734
465,50466,20096.527
466,50467,34114.094
467,50468,17129.938
468,50469,22683.748
469,50470,35024.56
470,50471,30132.988
471,50472,36315.875
472,50473,17044.71
473,50474,22904.291
474,50475,40008.594
475,50476,19225.914
476,50477,24968.422
477,50478,80496.016
478,50479,58282.3
479,50480,44932.086
480,50481,22330.084
481,50482,22695.932
482,50483,22950.768
483,50484,20733.777
484,50485,80915.08
485,50486,27069.473
486,50487,29124.178
487,50488,25316.406
488,50489,34860.492
489,50490,21903.438
490,50491,43740.445
491,50492,58113.055
492,50493,19039.748
493,50494,36755.145
494,50495,74601.07
495,50496,20523.908
496,50497,16762.938
497,50498,50418.492
498,50499,23048.084
499,50500,20128.135
500,50501,53786.32
501,50502,40121.582
502,50503,33982.777
503,50504,29449.379
504,50505,43607.05
505,50506,47422.074
506,50507,30075.057
507,50508,48370.1
508,50509,32063.945
509,50510,35617.37
510,50511,18651.127
511,50512,27751.725
512,50513,28872.775
513,50514,37424.168
514,50515,42691.4
515,50516,49382.16
516,50517,24656.22
517,50518,29556.514
518,50519,53113.773
519,50520,24015.264
520,50521,23221.283
521,50522,36327.53
522,50523,34536.516
523,50524,34515.273
524,50525,16952.213
525,50526,23224.58
526,50527,48128.434
527,50528,28067.994
528,50529,30920.805
529,50530,18981.912
530,50531,20059.32
531,50532,31162.742
532,50533,24283.252
533,50534,20542.453
534,50535,22947.592
535,50536,32599.082
536,50537,17527.494
537,50538,66162.71
538,50539,57920.53
539,50540,54368.395
540,50541,20275.82
541,50542,24593.521
542,50543,24514.686
543,50544,31339.143
544,50545,28864.598
545,50546,40648.11
546,50547,24706.402
547,50548,17189.992
548,50549,70306.07
549,50550,33591.605
550,50551,23698.365
551,50552,33366.473
552,50553,27277.074
553,50554,34731.16
554,50555,23807.848
555,50556,31264.99
556,50557,14505.907
557,50558,54437.46
558,50559,31717.059
559,50560,37391.793
560,50561,20103.473
561,50562,16947.762
562,50563,19955.893
563,50564,73269.016
564,50565,14401.61
565,50566,47513.85
566,50567,31624.984
567,50568,40514.965
568,50569,25059.91
569,50570,36720.945
570,50571,41078.57
571,50572,18027.715
572,50573,59035.027
573,50574,29867.645
574,50575,23739.574
575,50576,52261.035
576,50577,17313.398
577,50578,36912.44
578,50579,20901.604
579,50580,18921.158
580,50581,21439.494
581,50582,30862.672
582,50583,21368.328
583,50584,23971.633
584,50585,20173.39
585,50586,23051.5
586,50587,34849.926
587,50588,39027.75
588,50589,32970.598
589,50590,35623.016
590,50591,26866.734
591,50592,42399.305
592,50593,52199.066
593,50594,27682.62
594,50595,28807.193
595,50596,40223.91
596,50597,44905.24
597,50598,16661.492
598,50599,34970.324
599,50600,22949.795
600,50601,20561.928
601,50602,68183.31
602,50603,30602.775
603,50604,18868.518
604,50605,15803.267
605,50606,33360.746
606,50607,25553.57
607,50608,61903.477
608,50609,24253.018
609,50610,63768.965
610,50611,75515.96
611,50612,25728.895
612,50613,26094.395
613,50614,22709.11
614,50615,37202.066
615,50616,23682.37
616,50617,31440.102
617,50618,29786.162
618,50619,22820.418
619,50620,17527.494
620,50621,18267.229
621,50622,35886.125
622,50623,68074.24
623,50624,51798.387
624,50625,23221.283
625,50626,28920.088
626,50627,33990.57
627,50628,42636.355
628,50629,23935.062
629,50630,56019.46
630,50631,25132.18
631,50632,43479.49
632,50633,19290.605
633,50634,33642.4
634,50635,33249.598
635,50636,31656.596
636,50637,37521.105
637,50638,48328.566
638,50639,28466.527
639,50640,28153.393
640,50641,49773.625
641,50642,19325.037
642,50643,30389.842
643,50644,45340.234
644,50645,77052.305
645,50646,31084.72
646,50647,39503.418
647,50648,20504.742
648,50649,27379.906
649,50650,40161.453
650,50651,19543.11
651,50652,45055.7
652,50653,16444.096
653,50654,22174.633
654,50655,30408.105
655,50656,20545.752
656,50657,23293.61
657,50658,23289.625
658,50659,29236.395
659,50660,22399.63
660,50661,26106.338
661,50662,27812.11
662,50663,83052.79
663,50664,37502.785
664,50665,19428.906
665,50666,58973.94
666,50667,42308.37
667,50668,23623.076
668,50669,17424.398
669,50670,35524.312
