,id,income
0,50001,28541.266
1,50002,22617.629
2,50003,40595.58
3,50004,26202.844
4,50005,26866.705
5,50006,29010.88
6,50007,24834.938
7,50008,28659.193
8,50009,26499.766
9,50010,24852.768
10,50011,24772.648
11,50012,24347.088
12,50013,35564.094
13,50014,33769.457
14,50015,32252.596
15,50016,40595.58
16,50017,40595.58
17,50018,32413.488
18,50019,28245.178
19,50020,40595.58
20,50021,24692.482
21,50022,34945.137
22,50023,40595.58
23,50024,28970.889
24,50025,20132.723
25,50026,46240.273
26,50027,19971.998
27,50028,24505.697
28,50029,31995.287
29,50030,34993.867
30,50031,40595.58
31,50032,41435.227
32,50033,40595.58
33,50034,40595.58
34,50035,33611.9
35,50036,35022.406
36,50037,40595.58
37,50038,25064.574
38,50039,20990.865
39,50040,26308.367
40,50041,32649.938
41,50042,27819.463
42,50043,22690.81
43,50044,40595.58
44,50045,21156.877
45,50046,31312.412
46,50047,41360.98
47,50048,20251.867
48,50049,40595.58
49,50050,23076.67
50,50051,23320.791
51,50052,30949.604
52,50053,29813.865
53,50054,49202.453
54,50055,37476.137
55,50056,40595.58
56,50057,27127.754
57,50058,21498.316
58,50059,24264.217
59,50060,23656.576
60,50061,33820.535
61,50062,34506.047
62,50063,29498.947
63,50064,34928.836
64,50065,33129.445
65,50066,25401.512
66,50067,58961.312
67,50068,40595.58
68,50069,40595.58
69,50070,35672.38
70,50071,30467.305
71,50072,26661.93
72,50073,40595.58
73,50074,29902.22
74,50075,40595.58
75,50076,26604.863
76,50077,27084.014
77,50078,29643.352
78,50079,32311.541
79,50080,44965.355
80,50081,31393.463
81,50082,25429.934
82,50083,35581.05
83,50084,40595.58
84,50085,24641.408
85,50086,52110.996
86,50087,24636.389
87,50088,31505.16
88,50089,40325.703
89,50090,25927.414
90,50091,24756.545
91,50092,34670.992
92,50093,40595.58
93,50094,27235.39
94,50095,25562.91
95,50096,27672.678
96,50097,23680.078
97,50098,35966.74
98,50099,20990.865
99,50100,31279.623
100,50101,29880.723
101,50102,39226.1
102,50103,24658.475
103,50104,40595.58
104,50105,32176.1
105,50106,29782.209
106,50107,40595.58
107,50108,43016.367
108,50109,35631.934
109,50110,33220.387
110,50111,32498.014
111,50112,20357.678
112,50113,23003.43
113,50114,28274.592
114,50115,34569.3
115,50116,57022.08
116,50117,29553.562
117,50118,29954.209
118,50119,33506.07
119,50120,33887.496
120,50121,40595.58
121,50122,35773.23
122,50123,61686.26
123,50124,21498.316
124,50125,73126.37
125,50126,31289.275
126,50127,23500.998
127,50128,20511.402
128,50129,38574.83
129,50130,24175.041
130,50131,24319.334
131,50132,40595.58
132,50133,22590.72
133,50134,27589.434
134,50135,40595.58
135,50136,24712.379
136,50137,40595.58
137,50138,28292.994
138,50139,32710.166
139,50140,33798.215
140,50141,40595.58
141,50142,36006.19
142,50143,33028.184
143,50144,40595.58
144,50145,24247.17
145,50146,40595.58
146,50147,25736.588
147,50148,28601.85
148,50149,40595.58
149,50150,37164.34
150,50151,24862.107
151,50152,29872.488
152,50153,29823.486
153,50154,47539.734
154,50155,40595.58
155,50156,31602.836
156,50157,36835.17
157,50158,40595.58
158,50159,40595.58
159,50160,21808.283
160,50161,29686.09
161,50162,28200.197
162,50163,20811.85
163,50164,40595.58
164,50165,42944.293
165,50166,22793.896
166,50167,20511.402
167,50168,29674.002
168,50169,38093.613
169,50170,40595.58
170,50171,31758.879
171,50172,25608.994
172,50173,26191.035
173,50174,40595.58
174,50175,26035.744
175,50176,31929.25
176,50177,28185.418
177,50178,29797.346
178,50179,34417.844
179,50180,23516.77
180,50181,28519.342
181,50182,28538.32
182,50183,33224.754
183,50184,28723.592
184,50185,33342.273
185,50186,32531.621
186,50187,40595.58
187,50188,40595.58
188,50189,40595.58
189,50190,24417.643
190,50191,23584.219
191,50192,22697.654
192,50193,28464.238
193,50194,20909.033
194,50195,36278.223
195,50196,40595.58
196,50197,22407.643
197,50198,27347.664
198,50199,27644.002
199,50200,40595.58
200,50201,58705.91
201,50202,28668.215
202,50203,32237.064
203,50204,28740.008
204,50205,40595.58
205,50206,40595.58
206,50207,40595.58
207,50208,56634.383
208,50209,40595.58
209,50210,40595.58
210,50211,28652.139
211,50212,40595.58
212,50213,40595.58
213,50214,40595.58
214,50215,24963.135
215,50216,24170.617
216,50217,37693.11
217,50218,20668.154
218,50219,42469.785
219,50220,42072.29
220,50221,24185.537
221,50222,20206.965
222,50223,33998.105
223,50224,40595.58
224,50225,40595.58
225,50226,26743.086
226,50227,34204.2
227,50228,40595.58
228,50229,41951.63
229,50230,25556.838
230,50231,30625.014
231,50232,37162.96
232,50233,31627.875
233,50234,30543.785
234,50235,26823.477
235,50236,29264.797
236,50237,25752.791
237,50238,40595.58
238,50239,21326.023
239,50240,30645.674
240,50241,31350.22
241,50242,40595.58
242,50243,30001.125
243,50244,28925.582
244,50245,35011.336
245,50246,26708.049
246,50247,37147.23
247,50248,34927.004
248,50249,28507.36
249,50250,21156.877
250,50251,34557.32
251,50252,40595.58
252,50253,40595.58
253,50254,28905.732
254,50255,34409.5
255,50256,40595.58
256,50257,60789.785
257,50258,33285.883
258,50259,30180.021
259,50260,25259.572
260,50261,26382.89
261,50262,40595.58
262,50263,40595.58
263,50264,20449.55
264,50265,24304.162
265,50266,28637.576
266,50267,20088.535
267,50268,40595.58
268,50269,30964.37
269,50270,26056.129
270,50271,28543.611
271,50272,30711.857
272,50273,20990.865
273,50274,40595.58
274,50275,21673.787
275,50276,35398.36
276,50277,30881.447
277,50278,28485.717
278,50279,24008.44
279,50280,40595.58
280,50281,29726.426
281,50282,24821.252
282,50283,25421.605
283,50284,25183.496
284,50285,40595.58
285,50286,37277.344
286,50287,40595.58
287,50288,27679.098
288,50289,22359.857
289,50290,40595.58
290,50291,40595.58
291,50292,26027.152
292,50293,51385.047
293,50294,40595.58
294,50295,40595.58
295,50296,24713.979
296,50297,31040.191
297,50298,40595.58
298,50299,31959.477
299,50300,40051.84
300,50301,24673.068
301,50302,26081.14
302,50303,43437.305
303,50304,30452.32
304,50305,28277.555
305,50306,39515.79
306,50307,40595.58
307,50308,20177.18
308,50309,33230.25
309,50310,40578.91
310,50311,40595.58
311,50312,40595.58
312,50313,33478.38
313,50314,29842.193
314,50315,22777.203
315,50316,40595.58
316,50317,31643.39
317,50318,27379.076
318,50319,29622.19
319,50320,39393.4
320,50321,67701.14
321,50322,40595.58
322,50323,40595.58
323,50324,40595.58
324,50325,21498.316
325,50326,21498.316
326,50327,29481.246
327,50328,26671.74
328,50329,24187.988
329,50330,40595.58
330,50331,40595.58
331,50332,36683.836
332,50333,38008.516
333,50334,40595.58
334,50335,42604.91
335,50336,21986.45
336,50337,33989.234
337,50338,33809.094
338,50339,40595.58
339,50340,40595.58
340,50341,29144.588
341,50342,40595.58
342,50343,25295.63
343,50344,32453.697
344,50345,26406.354
345,50346,28449.43
346,50347,23922.574
347,50348,29220.766
348,50349,40595.58
349,50350,29405.998
350,50351,40595.58
351,50352,32642.533
352,50353,27087.914
353,50354,21326.023
354,50355,26365.86
355,50356,30127.602
356,50357,40595.58
357,50358,32972.098
358,50359,40595.58
359,50360,25097.258
360,50361,29446.31
361,50362,26665.742
362,50363,31554.508
363,50364,32491.492
364,50365,27758.422
365,50366,45885.758
366,50367,25447.066
367,50368,32964.06
368,50369,30494.736
369,50370,35089.19
370,50371,24276.39
371,50372,29436.941
372,50373,40595.58
373,50374,26804.809
374,50375,32375.03
375,50376,28454.209
376,50377,47621.523
377,50378,34920.176
378,50379,24726.584
379,50380,38963.79
380,50381,24674.703
381,50382,28063.592
382,50383,40595.58
383,50384,37169.086
384,50385,24976.975
385,50386,29463.0
386,50387,24321.227
387,50388,40595.58
388,50389,40595.58
389,50390,32772.453
390,50391,40595.58
391,50392,31836.977
392,50393,20059.227
393,50394,25138.617
394,50395,21156.877
395,50396,40595.58
396,50397,24136.645
397,50398,21848.986
398,50399,20827.97
